client_id;action;timestamp
5f14889a6f4df7f9d5a33d002c97de28-1;ViewingRessource;2017-03-31 06:13:54+02:00
5f14889a6f4df7f9d5a33d002c97de28-1;ViewingRessource;2017-03-31 06:29:04+02:00
5f14889a6f4df7f9d5a33d002c97de28-1;ViewingRessource;2017-03-31 06:47:00+02:00
5f14889a6f4df7f9d5a33d002c97de28-1;ViewingRessource;2017-03-31 06:58:10+02:00
5f14889a6f4df7f9d5a33d002c97de28-1;ViewingRessource;2017-03-31 07:05:52+02:00
5f14889a6f4df7f9d5a33d002c97de28-1;ViewingRessource;2017-03-31 07:10:25+02:00
5f14889a6f4df7f9d5a33d002c97de28-1;ViewingRessource;2017-03-31 07:11:00+02:00
9b3ebf1469c03b9ccd29982702cbbeee-1;ViewingRessource;2017-03-31 05:13:32+02:00
9b3ebf1469c03b9ccd29982702cbbeee-1;ViewingRessource;2017-03-31 05:13:33+02:00
9b3ebf1469c03b9ccd29982702cbbeee-1;ViewingRessource;2017-03-31 05:13:32+02:00
9b3ebf1469c03b9ccd29982702cbbeee-1;ViewingRessource;2017-03-31 05:13:33+02:00
9b3ebf1469c03b9ccd29982702cbbeee-1;ViewingRessource;2017-03-31 05:13:33+02:00
9b3ebf1469c03b9ccd29982702cbbeee-1;ViewingRessource;2017-03-31 05:13:33+02:00
9b3ebf1469c03b9ccd29982702cbbeee-1;ViewingRessource;2017-03-31 05:13:32+02:00
a5f9c6052740f296b5d7a0bc9ae4f0bb-1;ViewingRessource;2017-03-31 05:12:51+02:00
a5f9c6052740f296b5d7a0bc9ae4f0bb-1;ViewingRessource;2017-03-31 05:12:51+02:00
a5f9c6052740f296b5d7a0bc9ae4f0bb-1;ViewingRessource;2017-03-31 05:12:53+02:00
a5f9c6052740f296b5d7a0bc9ae4f0bb-1;ViewingRessource;2017-03-31 05:12:56+02:00
a5f9c6052740f296b5d7a0bc9ae4f0bb-1;ViewingRessource;2017-03-31 05:13:05+02:00
a5f9c6052740f296b5d7a0bc9ae4f0bb-1;ViewingRessource;2017-03-31 05:12:52+02:00
a5f9c6052740f296b5d7a0bc9ae4f0bb-1;ViewingRessource;2017-03-31 05:13:06+02:00
