client_id;action;timestamp
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:38:44+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:08+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:08+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:15+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:29+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:30+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:30+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:50+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:52+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:52+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:55+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:57+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:59+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:39:59+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:40:01+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:40:44+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:40:46+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:40:56+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:40:57+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:41:01+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:41:02+02:00
9b6d7822a1183bc2f1c3051905bb3ca2-1;ViewingRessource;2017-03-31 06:41:06+02:00
