client_id;action;timestamp
9ba3b6d7579f2b3ffa4ef505f4674f53-1;ViewingRessource;2017-03-31 05:58:03+02:00
9ba3b6d7579f2b3ffa4ef505f4674f53-1;ViewingRessource;2017-03-31 05:58:06+02:00
9ba3b6d7579f2b3ffa4ef505f4674f53-1;ViewingRessource;2017-03-31 06:03:24+02:00
9ba3b6d7579f2b3ffa4ef505f4674f53-1;ViewingRessource;2017-03-31 06:05:28+02:00
9ba3b6d7579f2b3ffa4ef505f4674f53-1;ViewingRessource;2017-03-31 06:16:12+02:00
9ba3b6d7579f2b3ffa4ef505f4674f53-1;ViewingRessource;2017-03-31 06:16:21+02:00
cdb10ca766baf6f107445b65d7451ea5-1;ViewingRessource;2017-03-31 05:42:27+02:00
cdb10ca766baf6f107445b65d7451ea5-1;ViewingRessource;2017-03-31 05:53:53+02:00
cdb10ca766baf6f107445b65d7451ea5-1;ViewingRessource;2017-03-31 05:58:56+02:00
cdb10ca766baf6f107445b65d7451ea5-1;ViewingRessource;2017-03-31 06:05:53+02:00
cdb10ca766baf6f107445b65d7451ea5-1;ViewingRessource;2017-03-31 06:22:17+02:00
cdb10ca766baf6f107445b65d7451ea5-1;ViewingRessource;2017-03-31 06:34:54+02:00
d7d14378f266b63533040986ebba211c-1;ViewingRessource;2017-03-31 05:54:31+02:00
d7d14378f266b63533040986ebba211c-1;ViewingRessource;2017-03-31 06:08:26+02:00
d7d14378f266b63533040986ebba211c-1;ViewingRessource;2017-03-31 06:08:54+02:00
d7d14378f266b63533040986ebba211c-1;ViewingRessource;2017-03-31 06:08:56+02:00
d7d14378f266b63533040986ebba211c-1;ViewingRessource;2017-03-31 06:15:32+02:00
d7d14378f266b63533040986ebba211c-1;ViewingRessource;2017-03-31 06:15:48+02:00
