client_id;action;timestamp
8b85d8d3706a864b5290478e92eb11eb-1;ViewingRessource;2017-03-31T05:10:14+02:00
8b85d8d3706a864b5290478e92eb11eb-1;ViewingRessource;2017-03-31T05:13:32+02:00
8b85d8d3706a864b5290478e92eb11eb-1;ViewingRessource;2017-03-31T05:13:47+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:10:25+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:11:25+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:12:25+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:13:25+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:14:25+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:15:25+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:16:25+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:17:25+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:18:25+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:19:25+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:20:24+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:21:24+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:22:24+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:23:24+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:24:24+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:25:24+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:26:24+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:27:24+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:28:24+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:29:25+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:30:25+02:00
e7fdec50f50253f6796d61b5382155f8-1;ViewingRessource;2017-03-31T05:31:25+02:00
